规则ID,描述,Commit,文件位置,凭证,密码强度,香农熵,匹配内容,开始行,结束行,开始列,结束列,提交者,提交信息,提交时间,邮箱,Commit指纹
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,password12!,5,3.28," ""password12!""",80,80,50,63,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,password12!,5,3.28," ""password12!""",81,81,44,57,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,password12!,5,3.28," ""password12!""",82,82,50,63,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,password12!,5,3.28," ""password12!""",83,83,50,63,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,password12!,5,3.28," ""password12!""",84,84,50,63,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,password12!,5,3.28," ""password12!""",86,86,50,63,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,SignupRequestTest,6,3.45," SignupRequestTest ",19,19,7,25,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,getSignupRequests,5,3.34,"""getSignupRequests""",50,50,18,36,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/user/command/application/SignupRequestTest.java,abcdefg0123456789!@#,10,4.39,"""abcdefg0123456789!@#$""",71,71,23,45,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/UserServiceTest.java,password,0,2.75," password;",32,32,10,19,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/UserServiceTest.java,password,0,2.75,"   password ",39,39,3,14,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/UserServiceTest.java,password12!,5,3.28,"= ""password12!""",39,39,15,29,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/command/application/UserServiceTest.java,password,0,2.75," password,",52,52,44,53,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/support/ApiDocumentUtils.java,ApiDocumentUtils,6,3.75," ApiDocumentUtils ",11,11,18,35,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/support/ApiDocumentUtils.java,OperationRequestPreprocessor,6,3.62," OperationRequestPreprocessor ",13,13,10,39,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,JwtTokenProvider,6,3.62,"  JwtTokenProvider ",46,46,2,20,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password;",53,53,10,19,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75,"   password ",60,60,3,14,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password12!,5,3.28,"= ""password12!""",60,60,15,29,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password)",73,73,61,70,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",74,74,29,38,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75,"""password""",88,88,34,43,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password)",106,106,65,74,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",107,107,31,40,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password)",107,107,48,57,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75,"""password""",121,121,36,45,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,wrongpw12!,5,3.12," ""wrongpw12!""",133,133,63,75,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",134,134,31,40,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password)",134,134,48,57,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75,"""password""",148,148,36,45,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",167,167,36,45,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password)",167,167,53,62,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",217,217,44,53,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",244,244,44,53,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserAuthControllerTest.java,password,0,2.75," password,",305,305,52,61,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",69,69,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",116,116,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount1,5,3.02," ""testAccount1""",120,120,51,65,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount2,5,3.02," ""testAccount2""",121,121,51,65,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount3,5,3.02," ""testAccount3""",122,122,51,65,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",177,177,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",216,216,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,friendpwd12!,5,3.42," ""friendpwd12!""",217,217,43,57,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",260,260,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,friendpwd12!,5,3.42," ""friendpwd12!""",261,261,43,57,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",303,303,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",341,341,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,friend123!,6,3.32," ""friend123!""",344,344,43,55,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount1,5,3.02," ""testAccount1""",348,348,55,69,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount2,5,3.02," ""testAccount2""",349,349,55,69,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount3,5,3.02," ""testAccount3""",350,350,55,69,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",404,404,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount1,5,3.02," ""testAccount1""",408,408,51,65,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount2,5,3.02," ""testAccount2""",409,409,51,65,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount3,5,3.02," ""testAccount3""",410,410,51,65,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password12!,5,3.28," ""password12!""",433,433,41,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount1,5,3.02," ""testAccount1""",437,437,69,83,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount2,5,3.02," ""testAccount2""",439,439,70,84,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,testAccount3,5,3.02," ""testAccount3""",441,441,70,84,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,password,0,2.75," password,",465,465,52,61,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/account/presentation/AccountControllerTest.java,JwtTokenProvider,6,3.62,"  JwtTokenProvider ",51,51,2,20,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password;",55,55,10,19,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75,"   password ",62,62,3,14,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,beomsic12!,5,3.32,"= ""beomsic12!""",62,62,15,28,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75,"""password""",96,96,32,41,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75,"""password""",139,139,36,45,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",157,157,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",194,194,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",232,232,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password ",234,234,33,42,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",291,291,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password ",293,293,33,42,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",350,350,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,friend12!,5,3.17," ""friend12!""",351,351,43,54,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",378,378,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,friend12!,5,3.17," ""friend12!""",379,379,44,55,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,friend123!,6,3.32," ""friend123!""",380,380,44,56,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",434,434,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",479,479,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,friend12!,5,3.17," ""friend12!""",480,480,42,53,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",505,505,39,48,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,friend12!,5,3.17," ""friend12!""",506,506,42,53,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,friend123!,6,3.32," ""friend123!""",507,507,44,56,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password12!,5,3.28," ""password12!""",536,536,55,68,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75,"""password""",537,537,23,32,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password12!,5,3.28," ""password12!""",538,538,58,71,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password12!,5,3.28," ""password12!""",539,539,59,72,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password12!,5,3.28," ""password12!""",540,540,59,72,,,,,
generic-high-checkout-short-secret,低长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,password,0,2.75," password,",556,556,52,61,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,JwtTokenProvider,6,3.62,"  JwtTokenProvider ",52,52,2,20,,,,,
generic-high-checkout,高长度凭证检出,,src/test/java/numble/banking/core/user/presentation/UserControllerTest.java,signupFailRequests,5,3.57,"""signupFailRequests""",118,118,18,37,,,,,
